Road,Progress_m,RelativeElevation_m,LocalTurning_K_deg,LocalSlopeVariation_G_deg,Dstar_m,ValidForCorrelation,IsAdaptiveWaypoint,RoadEndWindowClass
A,396.262196480474,37.5640107264333,4.14984304637598,1.03325102782955,8.01557965883575,1,1,FullD0Window
A,398.266576921468,37.6751410123375,4.10964553538119,1.33810433829116,8.01690030236597,1,0,FullD0Window
A,400.271575298734,37.7910717330783,4.19359098147861,1.59131679515634,8.01923393357362,1,0,FullD0Window
A,402.274884506461,37.9144873320429,4.82276489287983,1.76967477366568,8.02330893197598,1,0,FullD0Window
A,404.27777613931,38.0480718265419,7.67619544990699,1.84091876199846,8.02850462265178,1,1,FullD0Window
A,406.283477223834,38.1942064650658,12.3164288037552,1.79711592286705,8.03262965142977,1,0,FullD0Window
A,408.290809232308,38.3546082448034,17.1639862738759,1.67406170523566,8.0369362550112,1,0,FullD0Window
A,410.298193438437,38.5302280818063,20.7381702306451,1.50794772598699,8.04261136960355,1,0,FullD0Window
A,412.306280761962,38.7214467280196,22.3712835114367,1.34352150849624,8.04836852672383,1,1,FullD0Window
A,414.316106875263,38.9268151721784,24.3884138394427,1.21188234065064,8.05297293744144,1,0,FullD0Window
A,416.327745487319,39.1435196580334,27.9767586490127,1.04285553085401,8.05592978184626,1,0,FullD0Window
A,418.34080480804,39.3709085223088,32.0702717667435,0.803846574501994,8.05820355303769,1,0,FullD0Window
A,420.354649288686,39.6076821983011,36.1616415810545,0.550872363398843,8.0594464915863,1,1,FullD0Window
A,422.369079812705,39.8539159754655,39.0948028497697,0.323538945736555,8.05990407967727,1,0,FullD0Window
A,424.383675269165,40.108256962954,40.0876640003048,0.17911652286055,8.0604486140241,1,0,FullD0Window
A,426.399008361078,40.3676733027279,38.8826469956773,0.197566359816878,8.05956795351733,1,0,FullD0Window
A,428.414095780272,40.6276438652799,33.9250633463977,0.333643751942732,8.0586923864372,1,1,FullD0Window
A,430.428983892382,40.8866753467549,25.8363359329709,0.467766410968812,8.0593403516894,1,0,FullD0Window
A,432.444123883189,41.1447811986072,16.8598768078573,0.618463653996635,8.05964504473604,1,0,FullD0Window
A,434.458576314595,41.4011950225895,7.77938986271804,0.765306218608639,8.06032542591754,1,0,FullD0Window
A,436.472788166709,41.6544042814213,1.76813358147389,0.876739925896183,8.06073853560827,1,1,FullD0Window
A,438.488324244072,41.9031050437615,0.323940610288343,0.99121609688484,8.05907253776468,1,0,FullD0Window
A,440.503768927925,42.1461874786728,0.372103931501451,1.0931410210299,8.05663195689033,1,0,FullD0Window
A,442.518901740513,42.3826553751119,0.420391056027779,1.17774773365298,8.05350725061231,1,0,FullD0Window
A,444.533526702318,42.6116332818641,0.468822381026235,1.22852560194465,8.04981223559338,1,1,FullD0Window
A,446.547396781836,42.8316792650993,0.517408498831579,1.21816491869246,8.04571446603984,1,0,FullD0Window
A,448.560400884815,43.0424571861225,0.566153240405566,1.13150926402093,8.04134773825871,1,0,FullD0Window
A,450.572408991125,43.2433787500781,0.615054920912608,0.998075569692814,8.03708459504668,1,0,FullD0Window
