ScaleR,MethodID,MethodLabel,TaskInstances,RunsPerInstance,ObjectiveEvaluationsPerRun,J_E_Mean_kJ,J_E_BetweenInstanceSD_kJ,MeanGap_pct,SuccessRate_pct,Runtime_Mean_s,DetourCount_Mean,MinimumClearance_Mean_m
5,JOINT_GA,Joint-encoding GA,10,20,9060,219.806345488093,13.9312208143971,0.0387555264302728,94.5,0.2529209395,2.885,25.1235296179532
5,GA_DP,Proposed GA-DP,10,20,9060,219.724112343333,13.9772701731276,0,100,0.1352655515,2.9,25.1256519801365
10,JOINT_GA,Joint-encoding GA,10,20,9060,405.115334135371,8.82181703747584,1.90771452717151,4.5,0.4444002155,5.27,25.2669606234192
10,GA_DP,Proposed GA-DP,10,20,9060,398.078987677365,5.21478747045648,0.143144142886078,71.5,0.2470899535,4.92,25.2094279525816
20,JOINT_GA,Joint-encoding GA,10,20,9060,736.819254523141,8.61888613251468,2.37726195506749,0,0.4608962035,8.35,25.1072407155166
20,GA_DP,Proposed GA-DP,10,20,9060,723.172999007481,7.40234554730711,0.479508460850856,32,0.2645482735,6.945,25.304161208666
