ScaleR,InstanceNumber,InstanceID,MethodOrder,MethodID,MethodLabel,RunCount,J_Mean,J_SD,L3D_Mean_m,L3D_SD_m,Hplus_Mean_m,Hplus_SD_m,FlightTime_Mean_s,FlightTime_SD_s,TransferEnergy_Mean_kJ,TransferEnergy_SD_kJ,TransferLength_Mean_m,TransferLength_SD_m,DetourCount_Mean,UnsafeStraightCount_Mean,MinimumTransferClearance_Mean_m,Improvement_Mean_pct,Improvement_SD_pct,Gap_Mean_pct,Gap_SD_pct,Runtime_Mean_s,Runtime_SD_s,Generations_Mean,J_MeanPlusMinusSD,L3D_MeanPlusMinusSD_m,Hplus_MeanPlusMinusSD_m,FlightTime_MeanPlusMinusSD_s,TransferEnergy_MeanPlusMinusSD_kJ,Improvement_MeanPlusMinusSD_pct,Gap_MeanPlusMinusSD_pct,Runtime_MeanPlusMinusSD_s
10,7,R10_I07,4,GA_DP,Proposed GA-DP,20,391.390466230594,1.36366418143512,7813.97591458718,70.8347143795323,427.194761900028,1.09431356415083,1420.55763335637,3.62710514225832,72.1031995311086,1.36366418143512,2982.06672532545,70.8347143795323,3,3,25.534169392294,25.8051241600018,0.258506283005426,0.0779687685539951,0.348686933217362,0.57379502,0.13653424030864,150,391.390 ± 1.364,7813.976 ± 70.835,427.195 ± 1.094,1420.558 ± 3.627,72.103 ± 1.364,25.805 ± 0.259,0.078 ± 0.349,0.5738 ± 0.1365
10,7,R10_I07,5,EXACT,Exact optimum,1,391.085541649777,0,7798.13679093524,0,427.439457851842,0,1419.74658799041,0,71.7982749502915,0,2966.22760167351,0,3,3,25.4980319796005,25.8629279221429,0,0,0,0.169769,0,0,391.086 ± 0.000,7798.137 ± 0.000,427.439 ± 0.000,1419.747 ± 0.000,71.798 ± 0.000,25.863 ± 0.000,0.000 ± 0.000,0.1698 ± 0.0000
10,8,R10_I08,1,FIXED,Fixed order + fixed direction,1,472.132655536041,0,11602.7801848247,0,628.867545063621,0,1710.86084843531,0,152.770996313802,0,6774.43763245827,0,8,7,25.8827520002594,0,0,17.6807846744854,0,5.33e-05,0,0,472.133 ± 0.000,11602.780 ± 0.000,628.868 ± 0.000,1710.861 ± 0.000,152.771 ± 0.000,0.000 ± 0.000,17.681 ± 0.000,0.0001 ± 0.0000
10,8,R10_I08,2,NN_DP,Nearest neighbour-DP,1,432.495350790542,0,9789.85122133126,0,523.127595028142,0,1559.41511610294,0,113.37588715268,0,4961.50866896483,0,5,4,25.0332955453667,8.39537453737379,0,7.80104204254199,0,0.0003447,0,0,432.495 ± 0.000,9789.851 ± 0.000,523.128 ± 0.000,1559.415 ± 0.000,113.376 ± 0.000,8.395 ± 0.000,7.801 ± 0.000,0.0003 ± 0.0000
10,8,R10_I08,3,JOINT_GA,Joint-encoding GA,20,410.954566357132,10.4361274275137,9065.36402810454,362.588462530314,414.216423302531,50.8136924714116,1505.53578535949,29.9634488621096,91.9282959507146,10.4365231618873,4237.0214757381,362.588462530314,5.35,3.4,25.3701608911274,12.9578177788718,2.21042270750472,2.43192303561908,2.60124278681456,0.55708819,0.366888703316099,150,410.955 ± 10.436,9065.364 ± 362.588,414.216 ± 50.814,1505.536 ± 29.963,91.928 ± 10.437,12.958 ± 2.210,2.432 ± 2.601,0.5571 ± 0.3669
10,8,R10_I08,4,GA_DP,Proposed GA-DP,20,401.983381220562,2.65401916278873,8735.98760838665,58.2164340037912,376.87214901797,27.5932199492561,1475.96084882642,5.12982013277577,83.0533825102863,2.60889721799121,3907.64505602022,58.2164340037906,3.85,2.9,25.0332955453667,14.8579585616322,0.562134207763168,0.195822452546735,0.661523946619398,0.304301825,0.202797221079442,150,401.983 ± 2.654,8735.988 ± 58.216,376.872 ± 27.593,1475.961 ± 5.130,83.053 ± 2.609,14.858 ± 0.562,0.196 ± 0.662,0.3043 ± 0.2028
10,8,R10_I08,5,EXACT,Exact optimum,1,401.197745954871,0,8712.15531801854,0,370.49594525699,0,1474.03565273525,0,82.2781155179954,0,3883.8127656521,0,4,3,25.0332955453667,15.024359944057,0,0,0,0.1617062,0,0,401.198 ± 0.000,8712.155 ± 0.000,370.496 ± 0.000,1474.036 ± 0.000,82.278 ± 0.000,15.024 ± 0.000,0.000 ± 0.000,0.1617 ± 0.0000
10,9,R10_I09,1,FIXED,Fixed order + fixed direction,1,469.811985089187,0,11748.9087402129,0,588.936270904053,0,1706.93907357709,0,151.459214827766,0,6932.11540913803,0,9,8,25,0,0,16.5929419717011,0,2.23e-05,0,0,469.812 ± 0.000,11748.909 ± 0.000,588.936 ± 0.000,1706.939 ± 0.000,151.459 ± 0.000,0.000 ± 0.000,16.593 ± 0.000,0.0000 ± 0.0000
10,9,R10_I09,2,NN_DP,Nearest neighbour-DP,1,418.313266674728,0,9326.85081281908,0,485.07104449256,0,1527.72995609049,0,99.8658832540948,0,4510.05748174418,0,7,6,25,10.9615591021337,0,3.81253772855662,0,0.0001635,0,0,418.313 ± 0.000,9326.851 ± 0.000,485.071 ± 0.000,1527.730 ± 0.000,99.866 ± 0.000,10.962 ± 0.000,3.813 ± 0.000,0.0002 ± 0.0000
10,9,R10_I09,3,JOINT_GA,Joint-encoding GA,20,412.243684918279,4.47286662791426,9136.80521962032,222.729850327991,446.326412996463,13.9004708571286,1504.51555097493,17.1834323813845,93.9398612910758,4.47815921362678,4320.01188854541,222.729850327991,5.6,4.6,25,12.2534762837053,0.952054602665181,2.30625347872439,1.11002847042432,0.30459411,0.0233261981371951,150,412.244 ± 4.473,9136.805 ± 222.730,446.326 ± 13.900,1504.516 ± 17.183,93.940 ± 4.478,12.253 ± 0.952,2.306 ± 1.110,0.3046 ± 0.0233
10,9,R10_I09,4,GA_DP,Proposed GA-DP,20,402.950622176785,1.16640234419396e-13,8645.1140806103,0,418.206681517785,1.16640234419396e-13,1467.43409772936,2.33280468838792e-13,84.6610368116219,2.9160058604849e-14,3828.32074953539,2.33280468838792e-12,6,5,25,14.2315149537341,1.82250366280306e-15,0,0,0.1678922,0.0190836476470246,150,402.951 ± 0.000,8645.114 ± 0.000,418.207 ± 0.000,1467.434 ± 0.000,84.661 ± 0.000,14.232 ± 0.000,0.000 ± 0.000,0.1679 ± 0.0191
10,9,R10_I09,5,EXACT,Exact optimum,1,402.950622176785,0,8645.1140806103,0,418.206681517785,0,1467.43409772936,0,84.6610368116218,0,3828.32074953539,0,6,5,25,14.2315149537341,0,0,0,0.0475115,0,0,402.951 ± 0.000,8645.114 ± 0.000,418.207 ± 0.000,1467.434 ± 0.000,84.661 ± 0.000,14.232 ± 0.000,0.000 ± 0.000,0.0475 ± 0.0000
10,10,R10_I10,1,FIXED,Fixed order + fixed direction,1,480.728766060085,0,12069.6087032052,0,667.081068802133,0,1738.09773552393,0,161.372880802048,0,7243.79847316232,0,9,8,25,0,0,20.4873507856066,0,2.48e-05,0,0,480.729 ± 0.000,12069.609 ± 0.000,667.081 ± 0.000,1738.098 ± 0.000,161.373 ± 0.000,0.000 ± 0.000,20.487 ± 0.000,0.0000 ± 0.0000
10,10,R10_I10,2,NN_DP,Nearest neighbour-DP,1,405.15160397175,0,8617.71335469312,0,454.561086016357,0,1472.44383051752,0,86.0430510077225,0,3791.90312465029,0,5,5,25,15.7213729288022,0,1.54508503656728,0,0.0001723,0,0,405.152 ± 0.000,8617.713 ± 0.000,454.561 ± 0.000,1472.444 ± 0.000,86.043 ± 0.000,15.721 ± 0.000,1.545 ± 0.000,0.0002 ± 0.0000
10,10,R10_I10,3,JOINT_GA,Joint-encoding GA,20,401.584309455749,0.0880843943601809,8519.7172892916,37.802327279409,443.554987955402,9.10115956200231,1462.90344934393,1.8877806491321,82.4216027052991,0.0697300230334707,3693.90705924876,37.8023272794089,4,4,25.1308414689801,16.4634326447699,0.0183230962195364,0.650996943550597,0.0220770132168174,0.29492202,0.00781737602191426,150,401.584 ± 0.088,8519.717 ± 37.802,443.555 ± 9.101,1462.903 ± 1.888,82.422 ± 0.070,16.463 ± 0.018,0.651 ± 0.022,0.2949 ± 0.0078
10,10,R10_I10,4,GA_DP,Proposed GA-DP,20,398.986916822071,1.74960351629094e-13,8426.94776756793,1.86624375071033e-12,437.233808496941,0,1456.28649656251,4.66560937677584e-13,79.8272894132804,0,3601.1375375251,0,5,4,25,17.0037357880509,3.64500732560612e-15,0,0,0.16195229,0.00497914723653084,150,398.987 ± 0.000,8426.948 ± 0.000,437.234 ± 0.000,1456.286 ± 0.000,79.827 ± 0.000,17.004 ± 0.000,0.000 ± 0.000,0.1620 ± 0.0050
10,10,R10_I10,5,EXACT,Exact optimum,1,398.986916822071,0,8426.94776756793,0,437.233808496941,0,1456.28649656251,0,79.8272894132804,0,3601.1375375251,0,5,4,25,17.0037357880509,0,0,0,0.0490648,0,0,398.987 ± 0.000,8426.948 ± 0.000,437.234 ± 0.000,1456.286 ± 0.000,79.827 ± 0.000,17.004 ± 0.000,0.000 ± 0.000,0.0491 ± 0.0000
20,1,R20_I01,1,FIXED,Fixed order + fixed direction,1,870.03404724948,0,20292.1289564184,0,907.590057737008,0,3198.1890250079,0,231.178572361264,0,10627.4405701253,0,14,12,25,0,0,21.074966402586,0,5.23e-05,0,0,870.034 ± 0.000,20292.129 ± 0.000,907.590 ± 0.000,3198.189 ± 0.000,231.179 ± 0.000,0.000 ± 0.000,21.075 ± 0.000,0.0001 ± 0.0000
20,1,R20_I01,2,NN_DP,Nearest neighbour-DP,1,752.077703095818,0,15134.4030076039,0,567.381625523169,0,2802.90242259642,0,113.427836701572,0,5469.71462131081,0,7,3,25,13.5576699011456,0,4.66002212480042,0,0.0003985,0,0,752.078 ± 0.000,15134.403 ± 0.000,567.382 ± 0.000,2802.902 ± 0.000,113.428 ± 0.000,13.558 ± 0.000,4.660 ± 0.000,0.0004 ± 0.0000
20,1,R20_I01,3,JOINT_GA,Joint-encoding GA,20,750.76285952701,4.04700311392468,15074.8156481912,183.40602244598,563.625040869908,11.5625235960635,2798.00425761438,15.0762337095459,112.116900470241,4.03497658292775,5410.12726189813,183.406022445981,7,3,25,13.7087954315733,0.465154567998671,4.47704693960933,0.563185736924486,0.36691946,0.00388297233726948,150,750.763 ± 4.047,15074.816 ± 183.406,563.625 ± 11.563,2798.004 ± 15.076,112.117 ± 4.035,13.709 ± 0.465,4.477 ± 0.563,0.3669 ± 0.0039
20,1,R20_I01,4,GA_DP,Proposed GA-DP,20,723.445697239202,7.00421673789555,13670.7346195207,435.677178224054,517.771694321719,10.4356869898018,2687.43829393381,35.2063015158081,84.8921723554842,6.93712089737981,4006.04623322761,435.677178224054,4.2,1.2,25.3797430010068,16.8485762682163,0.805050878185588,0.67555834652901,0.974715080286925,0.210777075,0.00510916092533021,150,723.446 ± 7.004,13670.735 ± 435.677,517.772 ± 10.436,2687.438 ± 35.206,84.892 ± 6.937,16.849 ± 0.805,0.676 ± 0.975,0.2108 ± 0.0051
20,1,R20_I01,5,EXACT,Exact optimum,1,718.591194447688,0,13393.1186705694,0,523.578099445551,0,2662.51292826467,0,80.0670371189086,0,3728.43028427631,0,3,0,25.7785443968074,17.4065432589175,0,0,0,0.1592616,0,0,718.591 ± 0.000,13393.119 ± 0.000,523.578 ± 0.000,2662.513 ± 0.000,80.067 ± 0.000,17.407 ± 0.000,0.000 ± 0.000,0.1593 ± 0.0000
20,2,R20_I02,1,FIXED,Fixed order + fixed direction,1,905.972852386828,0,21943.6158598985,0,988.575072102443,0,3327.29391878096,0,267.202072789332,0,12283.0826638594,0,15,12,25,0,0,25.1642275400238,0,3.24e-05,0,0,905.973 ± 0.000,21943.616 ± 0.000,988.575 ± 0.000,3327.294 ± 0.000,267.202 ± 0.000,0.000 ± 0.000,25.164 ± 0.000,0.0000 ± 0.0000
20,2,R20_I02,2,NN_DP,Nearest neighbour-DP,1,738.182473474766,0,14687.1614085881,0,528.818030965443,0,2761.8144728856,0,99.798599940516,0,5026.62821254902,0,10,4,26.3084146898007,18.52046432407,0,1.98323143197591,0,0.0003638,0,0,738.182 ± 0.000,14687.161 ± 0.000,528.818 ± 0.000,2761.814 ± 0.000,99.799 ± 0.000,18.520 ± 0.000,1.983 ± 0.000,0.0004 ± 0.0000
20,2,R20_I02,3,JOINT_GA,Joint-encoding GA,20,737.894756864623,0.64167511170705,14664.6256557873,57.7370582272639,528.067745759302,3.43935169281971,2760.10800423093,3.15252092645916,99.5092564303392,0.665720860577175,5004.09245974813,57.7370582272639,9.9,4.15,26.0329667578851,18.5522220759038,0.0708271898011644,1.94348208720901,0.0886503050029352,0.368761245,0.00594332107588226,150,737.895 ± 0.642,14664.626 ± 57.737,528.068 ± 3.439,2760.108 ± 3.153,99.509 ± 0.666,18.552 ± 0.071,1.943 ± 0.089,0.3688 ± 0.0059
20,2,R20_I02,4,GA_DP,Proposed GA-DP,20,724.987888661833,2.83451834764594,13832.1003618551,179.962257475334,540.797951681075,9.66158618407722,2701.87844467576,14.0066447025265,86.4565325693722,2.89708092896184,4171.56716581595,179.962257475335,7.45,3.3,26.2431256656111,19.9768639036128,0.312870119692689,0.160340148345009,0.391601468516902,0.20955557,0.00392049777735054,150,724.988 ± 2.835,13832.100 ± 179.962,540.798 ± 9.662,2701.878 ± 14.007,86.457 ± 2.897,19.977 ± 0.313,0.160 ± 0.392,0.2096 ± 0.0039
20,2,R20_I02,5,EXACT,Exact optimum,1,723.827302890616,0,13758.415308606,0,544.753861672603,0,2696.14346237877,0,85.2703307206496,0,4097.88211256684,0,7,3,26.3084146898007,20.1049677168958,0,0,0,0.2211488,0,0,723.827 ± 0.000,13758.415 ± 0.000,544.754 ± 0.000,2696.143 ± 0.000,85.270 ± 0.000,20.105 ± 0.000,0.000 ± 0.000,0.2211 ± 0.0000
20,3,R20_I03,1,FIXED,Fixed order + fixed direction,1,907.931213469946,0,21950.6290167977,0,1032.95789364661,0,3312.69035937089,0,269.01218707601,0,12284.9048267531,0,15,13,25,0,0,25.1713318116463,0,3.15e-05,0,0,907.931 ± 0.000,21950.629 ± 0.000,1032.958 ± 0.000,3312.690 ± 0.000,269.012 ± 0.000,0.000 ± 0.000,25.171 ± 0.000,0.0000 ± 0.0000
20,3,R20_I03,2,NN_DP,Nearest neighbour-DP,1,749.554002858152,0,14964.1803013525,0,558.752526394817,0,2799.42021505133,0,110.928053384331,0,5298.45611130789,0,9,3,25,17.4437455461527,0,3.33676319369218,0,0.0003636,0,0,749.554 ± 0.000,14964.180 ± 0.000,558.753 ± 0.000,2799.420 ± 0.000,110.928 ± 0.000,17.444 ± 0.000,3.337 ± 0.000,0.0004 ± 0.0000
20,3,R20_I03,3,JOINT_GA,Joint-encoding GA,20,749.054206890577,1.31196033617213,14941.8559367979,72.2273170255406,557.63063545412,5.74781503957766,2797.7341757933,6.61381089934147,110.432210898092,1.30706442178391,5276.13174675331,72.2273170255408,9.15,3.2,25,17.4987933251209,0.144499970560332,3.26785915562498,0.180872537617803,0.367562915,0.00658134445265555,150,749.054 ± 1.312,14941.856 ± 72.227,557.631 ± 5.748,2797.734 ± 6.614,110.432 ± 1.307,17.499 ± 0.144,3.268 ± 0.181,0.3676 ± 0.0066
20,3,R20_I03,4,GA_DP,Proposed GA-DP,20,730.928842294039,1.90147354715002,14023.9928125458,82.577630037505,551.798768669573,18.0188699739485,2722.96241914021,5.67049838129515,92.1973377556712,1.89519134697783,4358.2686225012,82.5776300375043,8.5,4.25,25.1530946451296,19.4951300880422,0.209429251791325,0.769017842030864,0.262145383670369,0.208843515,0.00317957398177062,150,730.929 ± 1.901,14023.993 ± 82.578,551.799 ± 18.019,2722.962 ± 5.670,92.197 ± 1.895,19.495 ± 0.209,0.769 ± 0.262,0.2088 ± 0.0032
20,3,R20_I03,5,EXACT,Exact optimum,1,725.350765490113,0,13774.2490156045,0,519.27164980821,0,2701.99644635122,0,86.6819900222956,0,4108.52482555991,0,7,4,25,20.1095022696757,0,0,0,1.6675566,0,0,725.351 ± 0.000,13774.249 ± 0.000,519.272 ± 0.000,2701.996 ± 0.000,86.682 ± 0.000,20.110 ± 0.000,0.000 ± 0.000,1.6676 ± 0.0000
20,4,R20_I04,1,FIXED,Fixed order + fixed direction,1,896.839915345651,0,21503.0730192787,0,977.538634213711,0,3294.15027761971,0,258.023583114614,0,11840.4506865845,0,15,14,25,0,0,23.71046207337,0,3.31e-05,0,0,896.840 ± 0.000,21503.073 ± 0.000,977.539 ± 0.000,3294.150 ± 0.000,258.024 ± 0.000,0.000 ± 0.000,23.710 ± 0.000,0.0000 ± 0.0000
20,4,R20_I04,2,NN_DP,Nearest neighbour-DP,1,740.83041022731,0,14726.521466617,0,503.751307769668,0,2768.68742459671,0,102.519106938096,0,5063.89913392284,0,8,3,25,17.3954685166097,0,2.19044759164457,0,0.0003515,0,0,740.830 ± 0.000,14726.521 ± 0.000,503.751 ± 0.000,2768.687 ± 0.000,102.519 ± 0.000,17.395 ± 0.000,2.190 ± 0.000,0.0004 ± 0.0000
20,4,R20_I04,3,JOINT_GA,Joint-encoding GA,20,740.78778680311,0.131192131562886,14725.5576069263,2.96669753136626,503.751307769668,2.9160058604849e-13,2768.78386616986,0.296840898868496,102.46112922958,0.178451621523987,5062.93527423212,2.96669753136599,8,3,25,17.400221140068,0.0146282663514507,2.18456809920372,0.0180966958967029,0.368164215,0.00892089911064993,150,740.788 ± 0.131,14725.558 ± 2.967,503.751 ± 0.000,2768.784 ± 0.297,102.461 ± 0.178,17.400 ± 0.015,2.185 ± 0.018,0.3682 ± 0.0089
20,4,R20_I04,4,GA_DP,Proposed GA-DP,20,728.165513177225,1.51054469802155,14010.4942718643,134.780777315617,505.450078184455,18.5607890522709,2713.64783546295,10.0385319339809,89.7280287543229,1.51826194803996,4347.87193917014,134.780777315617,6.5,2.45,25.1101316960599,18.8076377157475,0.168429690982183,0.443446550133311,0.208365148982808,0.208828135,0.00502309292444982,150,728.166 ± 1.511,14010.494 ± 134.781,505.450 ± 18.561,2713.648 ± 10.039,89.728 ± 1.518,18.808 ± 0.168,0.443 ± 0.208,0.2088 ± 0.0050
20,4,R20_I04,5,EXACT,Exact optimum,1,724.950744112293,0,13577.2832697932,0,529.910123030304,0,2682.70339029031,0,86.6304702897591,0,3914.66093709902,0,5,2,25.4421415263987,19.1660928881729,0,0,0,0.5054635,0,0,724.951 ± 0.000,13577.283 ± 0.000,529.910 ± 0.000,2682.703 ± 0.000,86.630 ± 0.000,19.166 ± 0.000,0.000 ± 0.000,0.5055 ± 0.0000
20,5,R20_I05,1,FIXED,Fixed order + fixed direction,1,867.066995857145,0,20183.2343405401,0,929.364754896801,0,3174.27303812915,0,227.806565102817,0,10516.004359418,0,13,10,25,0,0,21.2893826437409,0,5.99e-05,0,0,867.067 ± 0.000,20183.234 ± 0.000,929.365 ± 0.000,3174.273 ± 0.000,227.807 ± 0.000,0.000 ± 0.000,21.289 ± 0.000,0.0001 ± 0.0000
20,5,R20_I05,2,NN_DP,Nearest neighbour-DP,1,729.200371717066,0,14059.1179144142,0,514.45607920651,0,2719.67382194853,0,90.3196653616179,0,4391.8879332922,0,7,2,25.7888079456095,15.9003427415421,0,2.00395509428554,0,0.0003572,0,0,729.200 ± 0.000,14059.118 ± 0.000,514.456 ± 0.000,2719.674 ± 0.000,90.320 ± 0.000,15.900 ± 0.000,2.004 ± 0.000,0.0004 ± 0.0000
20,5,R20_I05,3,JOINT_GA,Joint-encoding GA,20,725.925634982542,1.00663354364629,14069.413037504,52.1329553586498,483.422135827285,3.48857371914812,2719.32069434685,3.29173946977719,86.9963575053538,0.995201087861605,4402.18305638197,52.132955358649,8.95,2.95,25.0394403972805,16.2780225229397,0.116096397216824,1.54586961905817,0.140812603455911,0.61580545,0.369922490349432,150,725.926 ± 1.007,14069.413 ± 52.133,483.422 ± 3.489,2719.321 ± 3.292,86.996 ± 0.995,16.278 ± 0.116,1.546 ± 0.141,0.6158 ± 0.3699
20,5,R20_I05,4,GA_DP,Proposed GA-DP,20,716.754533622906,2.13233039600748,13441.6346651321,141.727399439249,497.28666100094,10.4800579590211,2677.67662318524,10.9038633122487,77.9987637719657,2.1081340676217,3774.40468401008,141.727399439249,7,2,25,17.3357379478673,0.245924525578274,0.262973110035946,0.298280338843438,0.37072538,0.21989390932679,150,716.755 ± 2.132,13441.635 ± 141.727,497.287 ± 10.480,2677.677 ± 10.904,77.999 ± 2.108,17.336 ± 0.246,0.263 ± 0.298,0.3707 ± 0.2199
20,5,R20_I05,5,EXACT,Exact optimum,1,714.874605639598,0,13316.6834358545,0,506.526202049897,0,2668.06344231738,0,76.1401680150855,0,3649.45345473241,0,7,2,25,17.5525525645336,0,0,0,0.4251706,0,0,714.875 ± 0.000,13316.683 ± 0.000,506.526 ± 0.000,2668.063 ± 0.000,76.140 ± 0.000,17.553 ± 0.000,0.000 ± 0.000,0.4252 ± 0.0000
20,6,R20_I06,1,FIXED,Fixed order + fixed direction,1,892.419692520034,0,21525.3558957404,0,967.267303814717,0,3274.86916090885,0,253.643478242237,0,11863.8758292301,0,15,12,25,0,0,25.8097032264796,0,6.53e-05,0,0,892.420 ± 0.000,21525.356 ± 0.000,967.267 ± 0.000,3274.869 ± 0.000,253.643 ± 0.000,0.000 ± 0.000,25.810 ± 0.000,0.0001 ± 0.0000
20,6,R20_I06,2,NN_DP,Nearest neighbour-DP,1,727.160488798219,0,13768.3504001139,0,528.294879916795,0,2708.93894013184,0,88.8691841811588,0,4106.87033360369,0,10,4,25,18.5181036576134,0,2.51213197166428,0,0.0008832,0,0,727.160 ± 0.000,13768.350 ± 0.000,528.295 ± 0.000,2708.939 ± 0.000,88.869 ± 0.000,18.518 ± 0.000,2.512 ± 0.000,0.0009 ± 0.0000
20,6,R20_I06,3,JOINT_GA,Joint-encoding GA,20,724.873478745723,1.04865436029829,13715.7209296147,75.0276690196152,519.200261108104,10.2815523330134,2699.63386340344,6.01451003201622,86.5821741286625,1.04865436029825,4054.2408631044,75.0276690196146,9,4.15,25,18.7743743418739,0.117506860178878,2.18971858433971,0.147835032061801,1.07852131,0.247159250839419,150,724.873 ± 1.049,13715.721 ± 75.028,519.200 ± 10.282,2699.634 ± 6.015,86.582 ± 1.049,18.774 ± 0.118,2.190 ± 0.148,1.0785 ± 0.2472
20,6,R20_I06,4,GA_DP,Proposed GA-DP,20,710.980222540593,3.42967953717712,13056.7036403082,184.254477904383,500.941370594179,8.79236357942602,2660.5428728618,10.8050438435022,72.4617257604271,3.44001572955027,3395.22357379794,184.254477904382,8.3,4,25,20.3311817859026,0.384312399863378,0.231103759199401,0.483502289730678,0.61720591,0.142724212232808,150,710.980 ± 3.430,13056.704 ± 184.254,500.941 ± 8.792,2660.543 ± 10.805,72.462 ± 3.440,20.331 ± 0.384,0.231 ± 0.484,0.6172 ± 0.1427
20,6,R20_I06,5,EXACT,Exact optimum,1,709.340909034275,0,12982.3332733459,0,496.621972966176,0,2658.29074399054,0,70.8020361052871,0,3320.85320683564,0,8,4,25,20.5148748980177,0,0,0,0.6814723,0,0,709.341 ± 0.000,12982.333 ± 0.000,496.622 ± 0.000,2658.291 ± 0.000,70.802 ± 0.000,20.515 ± 0.000,0.000 ± 0.000,0.6815 ± 0.0000
20,7,R20_I07,1,FIXED,Fixed order + fixed direction,1,896.310583920461,0,21544.5241669707,0,943.284181061964,0,3305.41876862188,0,256.773609702288,0,11872.4513849809,0,15,12,25,0,0,23.6383353877316,0,3.27e-05,0,0,896.311 ± 0.000,21544.524 ± 0.000,943.284 ± 0.000,3305.419 ± 0.000,256.774 ± 0.000,0.000 ± 0.000,23.638 ± 0.000,0.0000 ± 0.0000
20,7,R20_I07,2,NN_DP,Nearest neighbour-DP,1,740.352727820672,0,14784.9769166419,0,499.231017905329,0,2777.45852075578,0,101.10380619641,0,5112.90413465203,0,11,4,25,17.3999793037844,0,2.12529061872274,0,0.0003544,0,0,740.353 ± 0.000,14784.977 ± 0.000,499.231 ± 0.000,2777.459 ± 0.000,101.104 ± 0.000,17.400 ± 0.000,2.125 ± 0.000,0.0004 ± 0.0000
20,7,R20_I07,3,JOINT_GA,Joint-encoding GA,20,738.784421208954,1.70761148296667,14653.5356298656,107.794283847271,493.068832069741,9.16928798554729,2772.0744268293,8.18247936400229,99.553873361383,1.6943036979717,4981.46284787578,107.794283847271,10.35,3.5,25,17.5749528720824,0.190515599570137,1.90895621151061,0.235550315962474,0.36217678,0.00197735342782374,150,738.784 ± 1.708,14653.536 ± 107.794,493.069 ± 9.169,2772.074 ± 8.182,99.554 ± 1.694,17.575 ± 0.191,1.909 ± 0.236,0.3622 ± 0.0020
20,7,R20_I07,4,GA_DP,Proposed GA-DP,20,730.463971294628,0.371875241672703,14074.7330470622,58.9454125450911,504.989046773877,19.2963678924047,2729.84846076309,5.34329888719018,91.3055630311078,0.371801851739631,4402.66026507233,58.9454125450924,8.55,3.6,25,18.5032527341605,0.041489551539839,0.76122171463058,0.0512969908836907,0.205208945,0.00103029703355009,150,730.464 ± 0.372,14074.733 ± 58.945,504.989 ± 19.296,2729.848 ± 5.343,91.306 ± 0.372,18.503 ± 0.041,0.761 ± 0.051,0.2052 ± 0.0010
20,7,R20_I07,5,EXACT,Exact optimum,1,724.945528512349,0,13646.0661080574,0,512.345298857919,0,2695.99558027021,0,85.8138420818596,0,3973.99332606751,0,7,3,25,19.1189369491278,0,0,0,0.3997287,0,0,724.946 ± 0.000,13646.066 ± 0.000,512.345 ± 0.000,2695.996 ± 0.000,85.814 ± 0.000,19.119 ± 0.000,0.000 ± 0.000,0.3997 ± 0.0000
20,8,R20_I08,1,FIXED,Fixed order + fixed direction,1,903.40713268646,0,21698.0621481345,0,1007.55153875686,0,3300.47010315253,0,264.418537585797,0,12030.8679301961,0,13,12,25,0,0,24.614515089314,0,3.09e-05,0,0,903.407 ± 0.000,21698.062 ± 0.000,1007.552 ± 0.000,3300.470 ± 0.000,264.419 ± 0.000,0.000 ± 0.000,24.615 ± 0.000,0.0000 ± 0.0000
20,8,R20_I08,2,NN_DP,Nearest neighbour-DP,1,735.27727510393,0,14383.1116569916,0,517.306513316959,0,2739.28476208126,0,96.675128315658,0,4715.91743905322,0,6,2,25,18.6106409280345,0,1.42295514183035,0,0.0003827,0,0,735.277 ± 0.000,14383.112 ± 0.000,517.307 ± 0.000,2739.285 ± 0.000,96.675 ± 0.000,18.611 ± 0.000,1.423 ± 0.000,0.0004 ± 0.0000
20,8,R20_I08,3,JOINT_GA,Joint-encoding GA,20,735.207720672606,0.311056873156745,14380.7265880429,10.6663526007546,516.782657489007,2.34275448341717,2739.14118152463,0.642111769730513,96.6024312882152,0.325110990248597,4713.53237010449,10.666352600755,6,2,25,18.6183400515867,0.0344315272596703,1.41336091634968,0.0429066807324833,0.36003223,0.00143101114972302,150,735.208 ± 0.311,14380.727 ± 10.666,516.783 ± 2.343,2739.141 ± 0.642,96.602 ± 0.325,18.618 ± 0.034,1.413 ± 0.043,0.3600 ± 0.0014
20,8,R20_I08,4,GA_DP,Proposed GA-DP,20,732.113820143293,2.13518979332304,14211.7634869343,186.897211572361,512.235736178682,15.8831135777036,2729.13134726922,14.6888426408467,93.4779414497837,2.12794878390295,4544.56926899586,186.89721157236,5.85,1.95,25,18.9608102864754,0.236348564901589,0.986593293817872,0.294524618072667,0.204440465,0.00144394781552994,150,732.114 ± 2.135,14211.763 ± 186.897,512.236 ± 15.883,2729.131 ± 14.689,93.478 ± 2.128,18.961 ± 0.236,0.987 ± 0.295,0.2044 ± 0.0014
