ScaleR,InstanceNumber,InstanceID,MethodOrder,MethodID,MethodLabel,Run,Seed,J,L3D_m,Hplus_m,FlightTime_s,TransferEnergy_kJ,TransferLength_m,DetourCount,UnsafeStraightCount,MinimumTransferClearance_m,ImprovementVsFixed_pct,GapToExact_pct,Runtime_s,Generations,OrderLibraryIndices,OrderRouteIDs,Directions,Feasible,OptimalityCertified,ExactSolverGap_pct
10,2,R10_I02,4,GA_DP,Proposed GA-DP,17,21264517,393.436378598657,8067.43800749667,406.619084138806,1446.98399265273,74.3787361138023,3239.33108936046,5,4,25.8724654789456,20.7197493032493,0.0200566944321249,0.1536973,150,13-18-5-11-25-16-3-6-7-12,M002_S000000|M001_S006200|F301_S010000|F005_S005000|F003_S000000|M005_S011200|M009_S010000|F021_S005000|F073_S005000|F132_S000000,-++-++----,1,0,NaN
10,2,R10_I02,4,GA_DP,Proposed GA-DP,18,21264518,393.436378598657,8067.43800749667,406.619084138806,1446.98399265273,74.3787361138023,3239.33108936046,5,4,25.8724654789456,20.7197493032493,0.0200566944321249,0.1608256,150,13-18-5-11-25-16-3-6-7-12,M002_S000000|M001_S006200|F301_S010000|F005_S005000|F003_S000000|M005_S011200|M009_S010000|F021_S005000|F073_S005000|F132_S000000,-++-++----,1,0,NaN
10,2,R10_I02,4,GA_DP,Proposed GA-DP,19,21264519,393.436378598657,8067.43800749667,406.619084138806,1446.98399265273,74.3787361138023,3239.33108936046,5,4,25.8724654789456,20.7197493032493,0.0200566944321249,0.1603951,150,13-18-5-11-25-16-3-6-7-12,M002_S000000|M001_S006200|F301_S010000|F005_S005000|F003_S000000|M005_S011200|M009_S010000|F021_S005000|F073_S005000|F132_S000000,-++-++----,1,0,NaN
10,2,R10_I02,4,GA_DP,Proposed GA-DP,20,21264520,393.436378598657,8067.43800749667,406.619084138806,1446.98399265273,74.3787361138023,3239.33108936046,5,4,25.8724654789456,20.7197493032493,0.0200566944321249,0.1606573,150,13-18-5-11-25-16-3-6-7-12,M002_S000000|M001_S006200|F301_S010000|F005_S005000|F003_S000000|M005_S011200|M009_S010000|F021_S005000|F073_S005000|F132_S000000,-++-++----,1,0,NaN
10,2,R10_I02,5,EXACT,Exact optimum,1,NaN,393.357484090047,8422.49598079819,358.551869053729,1460.20038189263,74.2369896828303,3594.38906266198,5,5,25,20.7356471123016,0,0.0492912,0,13-18-5-11-25-7-12-16-3-6,M002_S000000|M001_S006200|F301_S010000|F005_S005000|F003_S000000|F073_S005000|F132_S000000|M005_S011200|M009_S010000|F021_S005000,-+++---+--,1,1,0
10,3,R10_I03,1,FIXED,Fixed order + fixed direction,1,NaN,475.780570405602,12016.5832916509,581.783197117014,1743.34779803888,155.96957552006,7181.05133198519,9,9,25,0,21.8161742102402,2.67e-05,0,18-21-24-14-9-6-22-15-10-19,M001_S006200|M002_S011200|M007_S007800|M009_S005000|F010_S000000|F021_S005000|F177_S000000|F195_S001400|F300_S005000|F301_S005000,++++++++++,1,0,NaN
10,3,R10_I03,2,NN_DP,Nearest neighbour-DP,1,NaN,403.644089971332,8551.98054453044,413.231164683496,1468.92991083714,84.137975079894,3716.44858486477,4,4,25,15.1617121255652,3.3467565541066,0.0001901,0,18-10-19-21-9-22-15-6-24-14,M001_S006200|F300_S005000|F301_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M007_S007800|M009_S005000,+-+++-++-+,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,1,21265001,399.3865091832,8443.11255298141,412.680914269607,1454.26414984648,79.855354165099,3607.58059331573,3,2,25,16.056574390433,2.2566695785935,0.2888817,150,18-10-19-6-15-22-24-14-9-21,M001_S006200|F300_S005000|F301_S005000|F021_S005000|F195_S001400|F177_S000000|M007_S007800|M009_S005000|F010_S000000|M002_S011200,+-+--+++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,2,21265002,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.2917973,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,3,21265003,392.672435187146,8227.28425191661,401.268631104007,1445.14906264705,72.8823151667654,3391.75229225094,4,3,25,17.4677446680107,0.53763593485636,0.2908466,150,18-19-10-21-9-6-15-24-14-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|F195_S001400|M007_S007800|M009_S005000|F177_S000000,+-+++--++-,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,4,21265004,396.083263226655,8280.64706418315,394.588705291255,1451.72431877142,76.7379081614327,3445.11510451748,5,4,25,16.7508536784101,1.41092511164577,0.2893401,150,18-10-19-21-9-22-15-6-14-24,M001_S006200|F300_S005000|F301_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,5,21265005,396.083263226655,8280.64706418315,394.588705291255,1451.72431877142,76.7379081614327,3445.11510451748,5,4,25,16.7508536784101,1.41092511164577,0.2920809,150,18-10-19-21-9-22-15-6-14-24,M001_S006200|F300_S005000|F301_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,6,21265006,396.408080722496,8396.01603976548,394.828072399901,1462.78473132793,76.8043007895784,3560.48408009981,5,3,25,16.6825832369407,1.49408955156018,0.3185228,150,18-10-19-21-9-24-14-6-15-22,M001_S006200|F300_S005000|F301_S005000|M002_S011200|F010_S000000|M007_S007800|M009_S005000|F021_S005000|F195_S001400|F177_S000000,+-+++++--+,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,7,21265007,392.672435187146,8227.28425191661,401.268631104007,1445.14906264705,72.8823151667654,3391.75229225094,4,3,25,17.4677446680107,0.53763593485636,0.3132903,150,18-19-10-21-9-6-15-24-14-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|F195_S001400|M007_S007800|M009_S005000|F177_S000000,+-+++--++-,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,8,21265008,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.2902355,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,9,21265009,396.083263226655,8280.64706418315,394.588705291255,1451.72431877142,76.7379081614327,3445.11510451748,5,4,25,16.7508536784101,1.41092511164577,0.3005816,150,18-10-19-21-9-22-15-6-14-24,M001_S006200|F300_S005000|F301_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,10,21265010,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.2847621,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,11,21265011,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.2966484,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,12,21265012,396.083263226655,8280.64706418315,394.588705291255,1451.72431877142,76.7379081614327,3445.11510451748,5,4,25,16.7508536784101,1.41092511164577,0.2944278,150,18-10-19-21-9-22-15-6-14-24,M001_S006200|F300_S005000|F301_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,13,21265013,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.288101,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,14,21265014,396.083263226655,8280.64706418315,394.588705291255,1451.72431877142,76.7379081614327,3445.11510451748,5,4,25,16.7508536784101,1.41092511164577,0.2883745,150,18-10-19-21-9-22-15-6-14-24,M001_S006200|F300_S005000|F301_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,15,21265015,396.083263226655,8280.64706418315,394.588705291255,1451.72431877142,76.7379081614327,3445.11510451748,5,4,25,16.7508536784101,1.41092511164577,0.2993942,150,18-10-19-21-9-22-15-6-14-24,M001_S006200|F300_S005000|F301_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,16,21265016,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.2871847,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,17,21265017,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.2934035,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,18,21265018,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.2905727,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,19,21265019,392.79736779078,8200.96242268198,404.827913832294,1452.84829126574,73.0072477703987,3365.43046301631,6,4,25,17.4414862179175,0.569622974166849,0.2869654,150,18-19-10-21-9-15-24-14-6-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F195_S001400|M007_S007800|M009_S005000|F021_S005000|F177_S000000,+-+++-++--,1,0,NaN
10,3,R10_I03,3,JOINT_GA,Joint-encoding GA,20,21265020,393.820633671804,8276.25543397662,394.170508111574,1452.68399953055,74.1781789283336,3440.72347431095,5,4,25,17.2264152493505,0.831614199911994,0.2870596,150,18-19-10-21-9-22-15-6-14-24,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F177_S000000|F195_S001400|F021_S005000|M009_S005000|M007_S007800,+-+++-++--,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,1,21265501,392.444912397679,8299.94697430181,388.598649441854,1447.88002635159,72.8024576542081,3464.41501463613,4,2,25,17.5155656181756,0.479382282894559,0.1574978,150,18-19-10-21-9-14-24-15-6-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|M009_S005000|M007_S007800|F195_S001400|F021_S005000|F177_S000000,+-+++--++-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,2,21265502,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1588199,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,3,21265503,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1583531,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,4,21265504,390.57257666331,7916.30505503626,421.533068206485,1423.89299816873,71.056082656538,3080.77309537059,4,4,25,17.9090948732211,0,0.1582398,150,10-19-18-22-15-24-14-6-9-21,F300_S005000|F301_S005000|M001_S006200|F177_S000000|F195_S001400|M007_S007800|M009_S005000|F021_S005000|F010_S000000|M002_S011200,-+-+-++---,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,5,21265505,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1586368,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,6,21265506,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1651155,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,7,21265507,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.16317,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,8,21265508,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1787116,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,9,21265509,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1569272,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,10,21265510,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1707748,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,11,21265511,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1565857,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,12,21265512,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1642769,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,13,21265513,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1573766,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,14,21265514,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1564491,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,15,21265515,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1573364,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,16,21265516,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1558923,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,17,21265517,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1560594,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,18,21265518,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1563812,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,19,21265519,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1573338,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,4,GA_DP,Proposed GA-DP,20,21265520,392.022820740225,8168.4943208133,406.949971291394,1442.83535962768,72.3803659967541,3332.96236114762,5,4,25,17.6042812328326,0.371312315192289,0.1581278,150,18-19-10-21-9-6-14-24-15-22,M001_S006200|F301_S005000|F300_S005000|M002_S011200|F010_S000000|F021_S005000|M009_S005000|M007_S007800|F195_S001400|F177_S000000,+-++++--+-,1,0,NaN
10,3,R10_I03,5,EXACT,Exact optimum,1,NaN,390.57257666331,7916.30505503626,421.533068206485,1423.89299816873,71.056082656538,3080.77309537059,4,4,25,17.9090948732211,0,0.0494478,0,10-19-18-22-15-24-14-6-9-21,F300_S005000|F301_S005000|M001_S006200|F177_S000000|F195_S001400|M007_S007800|M009_S005000|F021_S005000|F010_S000000|M002_S011200,-+-+-++---,1,1,0
10,4,R10_I04,1,FIXED,Fixed order + fixed direction,1,NaN,509.449343321122,13104.1492605599,755.93446872007,1824.17535783783,190.811320824852,8286.07447422506,9,9,25,0,25.2382049871514,2.42e-05,0,4-20-17-2-6-7-12-22-15-5,M001_S001200|M005_S006200|M008_S005000|M009_S000000|F021_S005000|F073_S005000|F132_S000000|F177_S000000|F195_S001400|F301_S010000,++++++++++,1,0,NaN
10,4,R10_I04,2,NN_DP,Nearest neighbour-DP,1,NaN,429.063665744356,9665.10159867879,521.180650177094,1555.23522017544,110.472021153451,4847.02681234393,6,5,25,15.7789343789764,5.47695080482082,0.0001726,0,17-7-22-15-12-20-6-2-4-5,M008_S005000|F073_S005000|F177_S000000|F195_S001400|F132_S000000|M005_S006200|F021_S005000|M009_S000000|M001_S001200|F301_S010000,-++--+-+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,1,21266001,423.34151576278,9311.73793517276,513.847568799549,1525.1215767846,104.890833868353,4493.66314883791,5,5,25.8407973592535,16.9021373149687,4.07027160942113,0.2894914,150,17-7-12-22-15-20-6-2-4-5,M008_S005000|F073_S005000|F132_S000000|F177_S000000|F195_S001400|M005_S006200|F021_S005000|M009_S000000|M001_S001200|F301_S010000,----++-+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,2,21266002,417.769280588045,9063.65670419158,482.42443631577,1526.1831252786,99.3929373842139,4245.58191785672,6,5,25.7888079456095,17.9959134180861,2.7004460512985,0.3030867,150,17-7-22-15-2-6-20-12-4-5,M008_S005000|F073_S005000|F177_S000000|F195_S001400|M009_S000000|F021_S005000|M005_S006200|F132_S000000|M001_S001200|F301_S010000,-++--+-+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,3,21266003,420.412279235267,9226.15100045234,470.896251048861,1542.87154433933,101.995741469701,4408.07621411748,6,5,25,17.4771182362153,3.35017582463324,0.2911133,150,17-7-22-12-20-6-2-15-4-5,M008_S005000|F073_S005000|F177_S000000|F132_S000000|M005_S006200|F021_S005000|M009_S000000|F195_S001400|M001_S001200|F301_S010000,-++++---++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,4,21266004,417.769280588045,9063.65670419158,482.42443631577,1526.1831252786,99.3929373842139,4245.58191785672,6,5,25.7888079456095,17.9959134180861,2.7004460512985,0.2860961,150,17-7-22-15-2-6-20-12-4-5,M008_S005000|F073_S005000|F177_S000000|F195_S001400|M009_S000000|F021_S005000|M005_S006200|F132_S000000|M001_S001200|F301_S010000,-++--+-+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,5,21266005,418.137382104627,9057.4491683977,489.720537140941,1525.42944933882,99.6867002102003,4239.37438206285,6,5,25,17.9236586352684,2.79093664431665,0.2868591,150,17-12-20-6-2-15-22-7-4-5,M008_S005000|F132_S000000|M005_S006200|F021_S005000|M009_S000000|F195_S001400|F177_S000000|F073_S005000|M001_S001200|F301_S010000,--+-++--++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,6,21266006,423.34151576278,9311.73793517276,513.847568799549,1525.1215767846,104.890833868353,4493.66314883791,5,5,25.8407973592535,16.9021373149687,4.07027160942113,0.2907057,150,17-7-12-22-15-20-6-2-4-5,M008_S005000|F073_S005000|F132_S000000|F177_S000000|F195_S001400|M005_S006200|F021_S005000|M009_S000000|M001_S001200|F301_S010000,----++-+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,7,21266007,419.120971689269,9227.98802796219,461.219103316414,1536.52607463017,100.704433923703,4409.91324162734,6,4,25,17.7305894719577,3.03273299883069,0.2885537,150,17-7-22-20-6-2-15-4-5-12,M008_S005000|F073_S005000|F177_S000000|M005_S006200|F021_S005000|M009_S000000|F195_S001400|M001_S001200|F301_S010000|F132_S000000,-+++---+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,8,21266008,418.137382104627,9057.4491683977,489.720537140941,1525.42944933882,99.6867002102003,4239.37438206285,6,5,25,17.9236586352684,2.79093664431665,0.287064,150,17-12-20-6-2-15-22-7-4-5,M008_S005000|F132_S000000|M005_S006200|F021_S005000|M009_S000000|F195_S001400|F177_S000000|F073_S005000|M001_S001200|F301_S010000,--+-++--++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,9,21266009,417.769280588045,9063.65670419158,482.42443631577,1526.1831252786,99.3929373842139,4245.58191785672,6,5,25.7888079456095,17.9959134180861,2.7004460512985,0.2882575,150,17-7-22-15-2-6-20-12-4-5,M008_S005000|F073_S005000|F177_S000000|F195_S001400|M009_S000000|F021_S005000|M005_S006200|F132_S000000|M001_S001200|F301_S010000,-++--+-+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,10,21266010,417.769280588045,9063.65670419158,482.42443631577,1526.1831252786,99.3929373842139,4245.58191785672,6,5,25.7888079456095,17.9959134180861,2.7004460512985,0.2841186,150,17-7-22-15-2-6-20-12-4-5,M008_S005000|F073_S005000|F177_S000000|F195_S001400|M009_S000000|F021_S005000|M005_S006200|F132_S000000|M001_S001200|F301_S010000,-++--+-+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,11,21266011,419.967250704748,9231.89100374172,454.414050844965,1545.15794231147,101.456936716105,4413.81621740686,5,5,26.9424902150132,17.5644730510469,3.24077422256836,0.2894871,150,17-7-12-20-6-2-22-15-4-5,M008_S005000|F073_S005000|F132_S000000|M005_S006200|F021_S005000|M009_S000000|F177_S000000|F195_S001400|M001_S001200|F301_S010000,---+-++-++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,12,21266012,417.769280588045,9063.65670419158,482.42443631577,1526.1831252786,99.3929373842139,4245.58191785672,6,5,25.7888079456095,17.9959134180861,2.7004460512985,0.2944714,150,17-7-22-15-2-6-20-12-4-5,M008_S005000|F073_S005000|F177_S000000|F195_S001400|M009_S000000|F021_S005000|M005_S006200|F132_S000000|M001_S001200|F301_S010000,-++--+-+++,1,0,NaN
10,4,R10_I04,3,JOINT_GA,Joint-encoding GA,13,21266013,417.317675077541,9014.5786259038,515.980765418008,1504.78852711403,98.8669931831138,4196.50383956894,5,5,26.9424902150132,18.0845592307512,2.58942762672046,0.293955,150,17-7-12-20-6-2-15-22-4-5,M008_S005000|F073_S005000|F132_S000000|M005_S006200|F021_S005000|M009_S000000|F195_S001400|F177_S000000|M001_S001200|F301_S010000,---+-++-++,1,0,NaN
